number_recipients,year,filing_id,ein,desc_noncash_assistance,amount_cash_grant,method_valuation,job_id,type_of_grant_assistance,pdf_key,region,manner_cash_disbursement,amount_noncash_assistance,source_url,index
0,2009,942742504_2009,942742504,,0,,aa5b4d4916ee1776d8afa5bb44d8b622bce51da5726c2ba4dcdfe4fc69a64c84,,EIN_942742504_YEAR_2009_FORMTYPE_990.pdf,,,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F94-2742504_990_200912.pdf,
0,2009,942742504_2009,942742504,,0,,aa5b4d4916ee1776d8afa5bb44d8b622bce51da5726c2ba4dcdfe4fc69a64c84,,EIN_942742504_YEAR_2009_FORMTYPE_990.pdf,,,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F94-2742504_990_200912.pdf,
0,2009,942742504_2009,942742504,,0,,aa5b4d4916ee1776d8afa5bb44d8b622bce51da5726c2ba4dcdfe4fc69a64c84,,EIN_942742504_YEAR_2009_FORMTYPE_990.pdf,,,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F94-2742504_990_200912.pdf,
0,2009,942742504_2009,942742504,,0,,aa5b4d4916ee1776d8afa5bb44d8b622bce51da5726c2ba4dcdfe4fc69a64c84,,EIN_942742504_YEAR_2009_FORMTYPE_990.pdf,,,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F94-2742504_990_200912.pdf,
0,2009,942742504_2009,942742504,,0,,aa5b4d4916ee1776d8afa5bb44d8b622bce51da5726c2ba4dcdfe4fc69a64c84,,EIN_942742504_YEAR_2009_FORMTYPE_990.pdf,,,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F94-2742504_990_200912.pdf,
0,2009,942742504_2009,942742504,,0,,aa5b4d4916ee1776d8afa5bb44d8b622bce51da5726c2ba4dcdfe4fc69a64c84,,EIN_942742504_YEAR_2009_FORMTYPE_990.pdf,,,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F94-2742504_990_200912.pdf,
0,2009,942742504_2009,942742504,,0,,aa5b4d4916ee1776d8afa5bb44d8b622bce51da5726c2ba4dcdfe4fc69a64c84,,EIN_942742504_YEAR_2009_FORMTYPE_990.pdf,,,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F94-2742504_990_200912.pdf,
0,2009,942742504_2009,942742504,,0,,aa5b4d4916ee1776d8afa5bb44d8b622bce51da5726c2ba4dcdfe4fc69a64c84,,EIN_942742504_YEAR_2009_FORMTYPE_990.pdf,,,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F94-2742504_990_200912.pdf,
0,2009,942742504_2009,942742504,,0,,aa5b4d4916ee1776d8afa5bb44d8b622bce51da5726c2ba4dcdfe4fc69a64c84,,EIN_942742504_YEAR_2009_FORMTYPE_990.pdf,,,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F94-2742504_990_200912.pdf,
,2009,381941170_2009,381941170,Schedule F,,,f71507d94b9e214b1793d74495bd844eb4db33123529546ee692002b965ac96b,,EIN_381941170_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F38-1941170_990_200908.pdf,
,2010,381941170_2010,381941170,,,110,f302d5458696828cc70576c764c9d7b8a3a393787770445136fb7457164d8dcf,,EIN_381941170_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_07_EO%2F38-1941170_990_201008.pdf,0
,2010,381941170_2010,381941170,Schedule F,,09902009,f302d5458696828cc70576c764c9d7b8a3a393787770445136fb7457164d8dcf,,EIN_381941170_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_07_EO%2F38-1941170_990_201008.pdf,1
,2009,421713319_2009,421713319,Schedule F,,,e5b438891a4bfa9e58c646e0bcbb1fdc6f88a35547b620af9f4c75a5ebc732fa,,EIN_421713319_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F42-1713319_990_200912.pdf,
,2008,383625693_2008,383625693,Schedule F,,,ee75ac681b6c76bcc1ee58092af48329b74828cef5aeb28d0df9cd96283c5073,,EIN_383625693_YEAR_2008_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2009_10_EO%2F38-3625693_990_200812.pdf,
,2009,383625693_2009,383625693,Schedule F,,,9bc988df781d40e86ff12581ee71529dc576c11d3be6b3f508ab3242a3c5baca,,EIN_383625693_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-3625693_990_200912.pdf,
,2009,910482710_2009,910482710,Schedule F,,,9e6bf430432cd3175fc9cb3dde15b1c72c1b79509154321f3fb46dea1dc27c2f,,EIN_910482710_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F91-0482710_990_200912.pdf,
011,2010,910482710_2010,910482710,(g) Description of non-cash assistance Schedule F,00,001100011009902010,977e44923629f032e548ba73f162fde571fd2584fa73ae180bf5f8f2a603467d,(a) of Type grant or assistance,EIN_910482710_YEAR_2010_FORMTYPE_990.pdf,(b) Region,(e) of Manner cash disbursement,0001,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F91-0482710_990_201012.pdf,0
,2010,521055742_2010,521055742,Schedule F,,,c15557c594318e284dec8cb8175a43af4b164da03707681196ebabb2254ff468,,EIN_521055742_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_05_EO%2F52-1055742_990_201006.pdf,
,2009,362193619_2009,362193619,Schedule F,,,2e6e64a6c890f8fc7a5326bb0118ed8a41fd21c74dff1ad977046a6811ddcb10,,EIN_362193619_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F36-2193619_990_200906.pdf,
,2009,951922279_2009,951922279,Schedule F,,,7140458bf213e24a81f33f801a76054236e59bf6413ec03f5ed7eca69cf0addf,,EIN_951922279_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_07_EO%2F95-1922279_990_200909.pdf,
,2010,951922279_2010,951922279,Schedule F,,,8938bb95e116d09fd9302661f025aa869fae490808e569bcf56c37fda16735cd,,EIN_951922279_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F95-1922279_990_201009.pdf,
1,2009,131945157_2009,131945157,,30192,,b5fce5f87ed1a58cd755634c291dc7dc64d85bddd89bc61620d011e1a5f762ff,Herman Kahn Fellowship,EIN_131945157_YEAR_2009_FORMTYPE_990.pdf,Middle East/North Africa,Payroll,,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F13-1945157_990_200909.pdf,
,2009,131945157_2009,131945157,Schedule F,,,b5fce5f87ed1a58cd755634c291dc7dc64d85bddd89bc61620d011e1a5f762ff,,EIN_131945157_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F13-1945157_990_200909.pdf,
1,2010,131945157_2010,131945157,,17842,,02c3dbc09fa2e9a1b5da7d44f284c3b75c21a23f9b28969121a0d6a92a3ecd08,Herman Kahn Fellowship,EIN_131945157_YEAR_2010_FORMTYPE_990.pdf,Middle East/North Africa,CHECK,,https://projects.propublica.org/nonprofits/download-filing?path=2011_08_EO%2F13-1945157_990_201009.pdf,
,2010,131945157_2010,131945157,Schedule F,,,02c3dbc09fa2e9a1b5da7d44f284c3b75c21a23f9b28969121a0d6a92a3ecd08,,EIN_131945157_YEAR_2010_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_08_EO%2F13-1945157_990_201009.pdf,
1,2009,231352685_2009,231352685,N/A FMV,6141,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,TRANSLATION SERVICES,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,South America,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,7100,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,ARTICLES WRITTEN,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,South Asia,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,25000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,EDITORIAL FOR K@W INDIA,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,South Asia,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
2,2009,231352685_2009,231352685,N/A FMV,30900,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,NARRATION CONTRIBUTION PROVIDED TO K@W,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,South Asia,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
52,2009,231352685_2009,231352685,VARIOUS FMV,929636,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,CONSULTANT FEES,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Sub-Saharan Africa,DIR DEPOSIT,137710,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,49355,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,GRANT TO CHOP FOR SUPPORT,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Sub-Saharan Africa,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,28275,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,JAPANESE MMERSION PROGRAM EXPENSES IN JAPAN,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,10376,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,MONTEIRO FIS CHINA,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,JOURNAL,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,24273,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,PROGRAM DIRECTOR SERVICE FEE,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,WIRE,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,56842,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,REIMBURSE OPERATING EXPENSES TO RUN WHARTON TOKYO,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,14199,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,SPONSORED RESEARCH,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,5225,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,TRAVEL FOR CHINESE IMMERSION PROGRAM ASSISTANT,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,5225,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,TRAVEL FOR CHINESE IMMERSION PROGRAM ASSISTANT,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,26320,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,TRAVEL FOR TEACHING EXPENSE FOR EXEC EDUCATION,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
5,2009,231352685_2009,231352685,N/A FMV,15988,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,CO-DIRECTOR FEE FOR SUMMER IMMERSION PROGRAM,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,5000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,CONSULTING FEE,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
,2009,231352685_2009,231352685,,,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,See Add'IData,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
,2009,231352685_2009,231352685,Schedule F,,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
2,2009,231352685_2009,231352685,N/A N/A,10516,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,TRAVEL REIM BURSEMENT,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,DIRECT DEP,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,7849,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,AIRFARE FOR PAVEL SAVOR FACULTY SEMINAR,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,JOURNAL,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,37360,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,CHINESE IMMERSION PROGRAM EXPENSES IN CHINA,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,12000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,CULTURE INSTRUCTION,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,9419,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,EXECUTIVE EDUCATION PROGRAM IN JAPAN,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,ACCRUAL,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,8367,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,EXECUTIVE EDUCATION PROGRAM IN SINGAPORE,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,6400,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,IN COUNTRY ASSISTANT AT HOST INSTITUTION,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
2,2009,231352685_2009,231352685,N/A N/A,28000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,INSTRUCTION,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,East Asia/Pacific,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
7,2009,231352685_2009,231352685,N/A N/A,153215,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,EDUCATIONAL FELLOWSHIP,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,WIRE,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,11000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,EXECUTIVE EDUCATION PROGRAM : IN NETHERLANDS,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,20600,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,FACULTY RESEARCH,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
6,2009,231352685_2009,231352685,N/A FMV,107507,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,IMMERSION PROGRAM DIRECTORTRAVEL,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenlano,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,38000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,LECTURE FEE,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,12070,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,MANAGEMENT OFUK TRUST,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,FORGN DRAFT,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,7147,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,PAYMENT FORCO- CURATING EXHIBITION,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
2,2009,231352685_2009,231352685,N/A FMV,26900,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,SPANISH IMMERSION PROGRAM EXPENSES IN SPAIN,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,urope/Iceland/Greenland,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
2,2009,231352685_2009,231352685,N/A N/A,19141,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,SPONSORED RESEARCH,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
2,2009,231352685_2009,231352685,N/A N/A,6026,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,TRAVEL REIM BURSEMENT,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,DEPOSIT,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,5354,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,TRAVEL WHARTON GLOBAL ALUMNI FORUM,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Europe/Iceland/Greenland,WIRE,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
2,2009,231352685_2009,231352685,N/A N/A,21716,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,SUMMER SALARY AND TRAVEL REIM BURSEMENT,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,South Asia,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,19000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,ARABIC IMMERSION PROGRAM EXPENSES,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Middle East/North Africa,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,13364,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,LECTURER FOR NEGOTIATING IN TIME OF CRISES,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Middle East/North Africa,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,10000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,TEACHING,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Middle East/North Africa,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,13500,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,DISSERTATION FELLOWSHIP,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,North America,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,22000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,GRANT MAKING,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,North America,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
2,2009,231352685_2009,231352685,N/A N/A,23464,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,RESEARCH STUDIES,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,North America,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
2,2009,231352685_2009,231352685,N/A N/A,3461,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,TRAVEL REIM BURSEMENT,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,North America,DEPOSIT,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,17400,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,RUSSIAN IMMERSION PROGRAM EXPENSES,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Russia,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A N/A,9000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,SPONSORED RESEARCH,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,Russia,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,17000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,BRAZILIAN IMMERSIO PROGRAM EXPENSES,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,South America,CHECK,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,5000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,FACILITATOR FEE SUMMER PROGRAM,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,South merica,WIRE,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2009,231352685_2009,231352685,N/A FMV,5000,,b313b9f80ad03d18da3e2798ace68b6fd812db8e1f95fe14c52561225388d09d,LAUDER PROGRAM FEE,EIN_231352685_YEAR_2009_FORMTYPE_990.pdf,South merica,WIRE,0,https://projects.propublica.org/nonprofits/download-filing?path=2010_06_EO%2F23-1352685_990_200906.pdf,
1,2010,231352685_2010,231352685,N/A,27500,,8b8b21ecb393a792ad5b25cc5186045d2c3faab4865a6f4b2e1c97e5a43330b3,CONSULTING,EIN_231352685_YEAR_2010_FORMTYPE_990.pdf,Europe/Iceland/Greenland,CHECK,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F23-1352685_990_201006.pdf,
1,2010,231352685_2010,231352685,N/A,177656,,8b8b21ecb393a792ad5b25cc5186045d2c3faab4865a6f4b2e1c97e5a43330b3,INSTRUCTION,EIN_231352685_YEAR_2010_FORMTYPE_990.pdf,Middle East/North Africa,CHECK,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F23-1352685_990_201006.pdf,
1,2010,231352685_2010,231352685,N/A,10000,,8b8b21ecb393a792ad5b25cc5186045d2c3faab4865a6f4b2e1c97e5a43330b3,TEACHING,EIN_231352685_YEAR_2010_FORMTYPE_990.pdf,Middle East/North Africa,CHECK,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F23-1352685_990_201006.pdf,
2,2010,231352685_2010,231352685,N/A,1945,,8b8b21ecb393a792ad5b25cc5186045d2c3faab4865a6f4b2e1c97e5a43330b3,HONORARIUM,EIN_231352685_YEAR_2010_FORMTYPE_990.pdf,North America,CHECK,,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F23-1352685_990_201006.pdf,
